OBJECTID,Id da Instalação,Nome,Id Agente Principal,Agente Principal,Data Prevista,Data Prevista,Data Entrada,Data Entrada,x,y
672,RSPME ,SUB PRESIDENTE MEDICI                              RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,3/14/2005,15/03/2005,3/15/2005,16/03/2005,-53.68194439999996,-31.551667006000002
673,RSPNO ,SUB POVO NOVO                                      RS       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,12/29/2014,30/12/2014,12/8/2014,09/12/2014,-52.33571200099999,-31.92813400299997
674,RSPOL ,SUB NOVA STA RITA                                  RS       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,4/1/2006,02/04/2006,4/2/2006,03/04/2006,-51.343778706999956,-29.82320550199995
675,RSPPE ,SUB POLO PETROQUIMICO                              RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-51.38805559999997,-29.869166702999962
676,RSQUI ,SUB QUINTA                                         RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-52.26722220299996,-32.075277805999974
677,RSRES ,SUB RESTINGA                                       RS       ,TSB,TRANSMISSORA DE ENERGIA SUL BRASIL S.A.                        ,9/19/2018,20/09/2018,12/5/2018,06/12/2018,-51.163028001999976,-30.124988004999977
678,RSSAG2,SUB SANTO ANGELO 2                                 RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-54.285555504,-28.303333305999956
679,RSSBO2,SUB SAO BORJA 2                                    RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-55.99583329999996,-28.688888900999984
680,RSSCH ,SUB SCHARLAU                                       RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-51.151388905999966,-29.719722004000005
681,RSSCH2,SUB SCHARLAU 2                                     RS       ,IE1,INTERLIGAÇÃO ELÉTRICA SUL S.A                                  ,11/6/2010,07/11/2010,11/15/2010,16/11/2010,-51.15166700599997,-29.719722004000005
682,RSSCR1,SUB SANTA CRUZ 1                                   RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-52.54722220499997,-29.71250000699996
683,RSSMA3,SUB SANTA MARIA 3                                  RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-53.87583330299998,-29.681111106000003
684,RSSMT ,SUB SANTA MARTA                                    RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-52.428611106999995,-28.28333330199996
685,RSSRO ,SUB SANTA ROSA 1                                   RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-54.45694440599999,-27.87583330399997
686,RSSTA ,SUB SANTO ANGELO                                   RS       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-54.32527800599996,-28.27750000399999
687,RSSVI ,SUB SAO VICENTE SUL                                RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-54.69583330299997,-29.69388890299996
688,RSSVP ,SUB SANTA VITORIA DO PALMAR 2                      RS       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,12/29/2014,30/12/2014,12/18/2014,19/12/2014,-53.302226007,-33.473520003999965
689,RSTAQ ,SUB TAQUARA                                        RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-50.792222202000005,-29.655555606999997
690,RSTOR2,SUB TORRES 2                                       RS       ,LTO,EDP TRANSMISSÃO LITORAL SUL S.A.                               ,10/5/2020,06/10/2020,7/4/2022,05/07/2022,-49.787944003999996,-29.32849700099996
691,RSTPR2,SUB TAPERA 2                                       RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,3/14/2005,15/03/2005,3/22/2005,23/03/2005,-52.868055604000006,-28.673611104999964
692,RSURU5,SUB URUGUAIANA5                                    RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-57.00333329999995,-29.807500005999998
693,RSVAI ,SUB VENANCIO AIRES                                 RS       ,CEE,CPFL TRANSMISSAO S.A.                                          ,,,6/1/2000,02/06/2000,-52.15527780399998,-29.63361110599999
694,RSVIA3,SUB VIAMAO 3                                       RS       ,TSB,TRANSMISSORA DE ENERGIA SUL BRASIL S.A.                        ,11/15/2016,16/11/2016,12/17/2016,18/12/2016,-51.063210002999995,-30.035524003999967
695,RSVIN ,SUB VINHEDOS                                       RS       ,VNY,SE VINEYARDS TRANSMISSAO DE ENERGIA S.A.                       ,8/10/2022,11/08/2022,6/26/2021,27/06/2021,-51.47475600199999,-29.181225002999952
696,RSVMA ,SUB VILA MARIA                                     RS       ,SUL,CPFL TRANSMISSÃO DE ENERGIA SUL II LTDA.                       ,5/12/2022,13/05/2022,11/15/2022,16/11/2022,-52.09498600699999,-28.541291006999984
697,SCAHG ,SUB ARAQUARI-HYOSUNG                               SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,8/6/2011,07/08/2011,9/3/2011,04/09/2011,-48.73025600599999,-26.497761003999983
698,SCATA ,SUB ABDON BATISTA                                  SC       ,SRR,ETSE - EMPRESA DE TRANSMISSÃO SERRANA S.A.                     ,12/20/2014,21/12/2014,11/30/2014,01/12/2014,-51.068256005999956,-27.56982500199996
699,SCBGR ,SUB BARRA GRANDE                                   SC       ,TAU,EMPRESA DE TRANSMISSÃO DO ALTO DO URUGUAI S/A                  ,10/30/2005,31/10/2005,9/28/2005,29/09/2005,-51.18333300199998,-27.769167006999965
700,SCBIG ,SUB BIGUACU ELETROSUL                              SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,4/23/2008,24/04/2008,4/21/2008,22/04/2008,-48.73305630699997,-27.493055701999992
701,SCBLU ,SUB BLUMENAU                                       SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-49.080277800999966,-26.780555606999997
702,SCCAN ,SUB CANOINHAS ( ELETROSUL )                        SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-50.403055601000005,-26.197222203999956
703,SCCBE ,SUB CEBRACE                                        SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,3/9/2004,10/03/2004,3/6/2004,07/03/2004,-48.70500000599998,-26.633333005999987
704,SCCMB ,SUB CAMBORIU MORRO DO BOI                          SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,,,12/30/1990,31/12/1990,-48.600000000999955,-27.031666703999974
705,SCCNO ,SUB CAMPOS NOVOS                                   SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-51.417500003999976,-27.540555604999952
706,SCFCO ,SUB FOZ DO CHAPECO                                 RS       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,3/30/2013,31/03/2013,10/13/2010,14/10/2010,-53.05277800599998,-27.140000000999976
707,SCFHA ,SUB FORQUILHINHA                                   SC       ,IE1,INTERLIGAÇÃO ELÉTRICA SUL S.A                                  ,10/8/2011,09/10/2011,10/9/2011,10/10/2011,-49.51888900299997,-28.752778001999957
708,SCFIL ,SUB DESTERRO                                       SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,12/13/2008,14/12/2008,12/28/2008,29/12/2008,-48.49555600399998,-27.67583300299998
709,SCFLO ,SUB ROÇADO                                         SC       ,CSD,Celesc Distribuição S.A.                                       ,,,6/1/2000,02/06/2000,-48.61916670199997,-27.586111106999965
710,SCGAA ,SUB GAROPABA                                       SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,12/19/2015,20/12/2015,,,-48.63270800599997,-28.045942002000004
711,SCGAS2,SUB GASPAR 2                                       SC       ,SRR,ETSE - EMPRESA DE TRANSMISSÃO SERRANA S.A.                     ,3/9/2015,10/03/2015,3/14/2015,15/03/2015,-49.022099002999994,-26.872776001999966
712,SCGPR ,SUB GASPAR                                         SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,,,6/1/2000,02/06/2000,-48.94027779999999,-26.929166705
713,SCIBA ,SUB IMBITUBA                                       SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,,,6/1/2000,02/06/2000,-48.67416670199998,-28.238888904999953
714,SCIFA ,SUB ITAJAIFAZENDA                                  SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,,,4/9/2002,10/04/2002,-48.640000000999976,-26.944444403999967
715,SCIND ,SUB INDAIAL                                        SC       ,E11,NEOENERGIA VALE DO ITAJAÍ TRANSMISSÃO DE ENERGIA S.A.          ,3/21/2024,22/03/2024,10/1/2023,02/10/2023,-49.29388890399997,-26.870833301000005
716,SCITA ,SUB ILHOTA                                         SC       ,CSD,Celesc Distribuição S.A.                                       ,,,6/1/2000,02/06/2000,-48.81999999999999,-26.908611104999977
717,SCITJ ,SUB ITAJAI                                         SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,12/31/2000,01/01/2001,1/12/2002,13/01/2002,-48.78000000099996,-26.97166700699995
718,SCITJ2,SUB ITAJAI 2                                       SC       ,E11,NEOENERGIA VALE DO ITAJAÍ TRANSMISSÃO DE ENERGIA S.A.          ,2/27/2025,28/02/2025,,,-48.69638889999999,-26.96472220199996
719,SCJGM ,SUB JOINVILLE-GM                                   SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,5/19/2012,20/05/2012,5/19/2012,20/05/2012,-48.863578007,-26.365125000999967
720,SCJGSL,SUB JARAGUA DO SUL                                 SC       ,E11,NEOENERGIA VALE DO ITAJAÍ TRANSMISSÃO DE ENERGIA S.A.          ,3/21/2024,22/03/2024,,,-49.18000000699999,-26.440833300999998
721,SCJINS,SUB JOINVILLE SUL                                  SC       ,E11,NEOENERGIA VALE DO ITAJAÍ TRANSMISSÃO DE ENERGIA S.A.          ,12/3/2025,04/12/2025,,,-48.850555606,-26.40895560499996
722,SCJLA ,SUB JORGE LACERDA-A                                SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,3/28/1965,29/03/1965,-48.96972200299996,-28.448889002999977
723,SCJLB ,SUB JORGE LACERDA-B                                SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,11/14/1979,15/11/1979,-48.96972200299996,-28.456010006999975
724,SCJNO ,SUB JOINVILLE NORTE                                SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,5/29/2009,30/05/2009,5/10/2009,11/05/2009,-48.907500005999964,-26.241111004000004
725,SCJOI ,SUB JOINVILLE                                      SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-48.88666669999998,-26.29194440799995
726,SCJSC ,SUB JOINVILLE SANTA CATARINA                       SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,,,12/30/1990,31/12/1990,-48.841388903999984,-26.381111100999988
727,SCLAG ,SUB LAGES                                          SC       ,SCT,STC - SISTEMA DE TRANSMISSÃO CATARINENSE S.A.                  ,10/6/2007,07/10/2007,10/6/2007,07/10/2007,-50.342222004999996,-27.78000000199995
728,SCMCH ,SUB MACHADINHO                                     SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,11/4/2001,05/11/2001,-51.78472199999999,-27.523333005999973
729,SCPAL ,SUB PALHOCA (ELETROSUL)                            SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-48.69055560199996,-27.64194440199998
730,SCPCS ,SUB PICARRAS                                       SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,,,6/1/2000,02/06/2000,-48.696111105,-26.74750000299997
731,SCPPA ,SUB PALHOCA PINHEIRA                               SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,12/19/2015,20/12/2015,,,-48.60946400499995,-27.866336004000004
732,SCRSU ,SUB RIO DO SUL                                     SC       ,SCT,STC - SISTEMA DE TRANSMISSÃO CATARINENSE S.A.                  ,10/9/2007,10/10/2007,11/7/2007,08/11/2007,-49.62777800099997,-27.18805600799999
733,SCRTN ,SUB RATONES                                        SC       ,IEB,INTERLIGAÇÃO ELÉTRICA BIGUAÇU S.A.                             ,12/20/2022,21/12/2022,8/27/2022,28/08/2022,-48.491111106999995,-27.480833308
734,SCSID ,SUB SIDEROPOLIS (ELETROSUL)                        SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-49.411666706000005,-28.601944403000005
735,SCSID2,SUB SIDEROPOLIS 2                                  SC       ,SSC,EDP TRANSMISSAO ALIANCA SC S.A.                                ,8/10/2022,11/08/2022,6/12/2021,13/06/2021,-49.408998005,-28.55512400799995
736,SCTJS ,SUB TIJUCAS                                        SC       ,CSC,Centrais Elétricas de Santa Catarina S/A                       ,,,5/31/2000,01/06/2000,-48.71750000099996,-27.257500000999983
737,SCTSU ,SUB TUBARAO SUL                                    SC       ,LTO,EDP TRANSMISSÃO LITORAL SUL S.A.                               ,6/26/2020,27/06/2020,5/9/2021,10/05/2021,-49.06324700299996,-28.549178004999987
738,SCVID ,SUB VIDEIRA                                        SC       ,CN1,EVOLTZ VI - CAMPOS NOVOS TRANSMISSORADE ENERGIA S.A.           ,7/4/2009,05/07/2009,7/5/2009,06/07/2009,-51.09277780399998,-26.99916650399996
739,SCXAN ,SUB XANXERE (ELETROSUL)                            SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-52.39305560299999,-26.86194440099996
740,SCYTA ,SUB ITA                                            SC       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-52.406944401999965,-27.271666705999962
741,SEITB ,SUB ITABAIANA                                      SE       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,,,6/1/2000,02/06/2000,-37.458333305999986,-10.660000003999983
742,SEITH ,SUB ITABAIANINHA                                   SE       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,,,6/1/2000,02/06/2000,-37.791658102999975,-11.27636460299999
743,SEJDM ,SUB JARDIM                                         SE       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,,,6/1/2000,02/06/2000,-37.141666703,-10.89194440099999
744,SENSC ,SUB NOSSA SENHORA DO SOCORRO                       SE       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,1/30/2019,31/01/2019,2/16/2019,17/02/2019,-37.147444001999986,-10.875556007
745,SEPSG ,SUB PORTO DE SERGIPE                               SE       ,SFT,SÃO FRANCISCO TRANSMISSÃO DE ENERGIA S.A.                      ,1/30/2024,31/01/2024,,,-36.941388905,-10.816388904999997
746,SPALP ,SUB ALTA PAULISTA                                  SP       ,IEA,INTERLIGAÇÃO ELÉTRICA AGUAPEÍ S.A.                             ,8/10/2021,11/08/2021,12/18/2020,19/12/2020,-51.151225001,-21.601225003999957
747,SPANH ,SUB ANHANGUERA                                     SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-46.769167005999975,-23.493611000999977
748,SPAPA ,SUB APARECIDA                                      SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-45.25,-22.866388902999972
749,SPARA ,SUB ARARAQUARA                                     SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-48.26638890099997,-21.784166701999993
750,SPARA2,SUB ARARAQUARA 2                                   SP       ,AQR,ARARAQUARA TRANSMISSORA DE ENERGIA S.A                         ,6/25/2012,26/06/2012,6/2/2012,03/06/2012,-48.34909200699997,-21.84467800799996
751,SPARS ,SUB ARARAS                                         SP       ,IEP,INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A                            ,8/19/2010,20/08/2010,9/4/2010,05/09/2010,-47.460957006,-22.39512100099995
752,SPASS ,SUB ASSIS                                          SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,2/5/2000,06/02/2000,-50.35111110699995,-22.671944402999998
753,SPATB ,SUB ATIBAIA II                                     SP       ,IEP,INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A                            ,11/18/2012,19/11/2012,1/6/2013,07/01/2013,-46.55643300699995,-23.045036003999996
754,SPAVN ,SUB AVARE NOVA                                     SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,3/30/2003,31/03/2003,11/29/2003,30/11/2003,-48.93333329999996,-23.061666704999993
755,SPAZL ,SUB AGUA AZUL                                      SP       ,AAZ,SUBESTACAO AGUA AZUL SPE S.A.                                  ,1/30/2019,31/01/2019,1/25/2019,26/01/2019,-46.41398300199995,-23.370536007999988
756,SPBAG ,SUB BAGUACU                                        SP       ,IEA,INTERLIGAÇÃO ELÉTRICA AGUAPEÍ S.A.                             ,1/28/2021,29/01/2021,2/11/2021,12/02/2021,-50.26944800499996,-21.17472600299999
757,SPBAN ,SUB BANDEIRANTES                                   SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-46.70000000299996,-23.599722206999957
758,SPBAU ,SUB BAURU                                          SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-49.10916670399996,-22.290555603999962
759,SPBER2,SUB BERTIOGA II                                    SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2002,02/06/2002,-46.05555549999997,-23.793333308
760,SPBOJ ,SUB BOM JARDIM                                     SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-46.99222220499996,-23.154166707
761,SPBOT ,SUB BOTUCATU                                       SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-48.443332999999996,-22.959166705999962
762,SPBRP ,SUB BRAGANCA PAULISTA                              SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,12/30/1990,31/12/1990,-46.556388906999985,-22.934722201
763,SPBSA ,SUB BAIXADA  SANTISTA                              SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-46.416667007,-23.850000002
764,SPCAT ,SUB CATANDUVA-CTEEP                                SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-49.01846039999998,-21.13797120099997
765,SPCAU ,SUB CARAGUATATUBA                                  SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-45.430025704,-23.626778006999984
766,SPCAV ,SUB CABREUVA                                       SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-47.12583330299998,-23.28333330199996
767,SPCBA2,SUB CIA.BRASILEIRA ALUMINIO 2                      SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,7/31/2006,01/08/2006,9/25/2006,26/09/2006,-47.26638800699999,-23.529722005999986
768,SPCBO ,SUB CAPAO BONITO                                   SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-48.35138890099995,-23.99027780499995
769,SPCCL ,SUB CARBOCLORO                                     SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,9/30/2004,01/10/2004,3/21/2004,22/03/2004,-46.41421600399997,-23.866733007999983
770,SPCEQ ,SUB CERQUILHO III                                  SP       ,COG,COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ,7/30/2014,31/07/2014,7/27/2014,28/07/2014,-47.77241700099995,-23.141278006999983
771,SPCER ,SUB CERQUILHO                                      SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2002,02/06/2002,-47.752500005,-23.161666706999995
772,SPCTR ,SUB CENTRO-CTR                                     SP       ,7CP,TRANSMISSORA DE ENERGIA CENTRAL PAULISTANA S.A.                ,,,6/1/2000,02/06/2000,-46.65000000599997,-23.53305560399997
773,SPCTT ,SUB CENTRO-CTT                                     SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-46.716666705999955,-23.51638890099997
774,SPCUB1,SUB PETROBRAS CUBATAO                              SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,7/30/2009,31/07/2009,7/31/2009,01/08/2009,-46.431741402,-23.875833005000004
775,SPDMR ,SUB DOMENICO RANGONI                               SP       ,ELT,EMPRESA LITORANEA DE TRANSMISSAO DE ENERGIA S.A. - ELTE        ,9/4/2020,05/09/2020,,,-46.28254800299999,-23.933148004999964
776,SPDRA ,SUB DRACENA                                        SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2002,02/06/2002,-51.526666700999954,-21.45722220199997
777,SPEMG ,SUB EMBU-GUACU                                     SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-46.800555601999974,-23.846944406999967
778,SPESO ,SUB EDGARD SOUZA                                   SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-46.916666701,-23.449722200999986
779,SPFDI ,SUB FERNAO DIAS                                    SP       ,GNB,MATA DE SANTA GENEBRA TRANSMISSAO S.A.                         ,2/27/2020,28/02/2020,2/2/2018,03/02/2018,-46.51582000399998,-23.055694007
780,SPFLP ,SUB FLORIDA PAULISTA                               SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-51.147178604999965,-21.61715450199995
781,SPGET ,SUB GETULINA                                       SP       ,IEP,INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A                            ,3/30/2011,31/03/2011,3/9/2011,10/03/2011,-49.83835799999997,-21.855464004999988
782,SPGSP ,SUB GERDAU SP                                      SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,4/19/2005,20/04/2005,4/24/2005,25/04/2005,-47.08416670599996,-23.43750000099999
783,SPGUI1,SUB GUARIROBA 1                                    SP       ,ELK,ELEKTRO REDES S.A.                                             ,4/29/2015,30/04/2015,6/8/2015,09/06/2015,-49.703333302999965,-20.166666701999986
784,SPGVB ,SUB GV DO BRASIL                                   SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,6/29/2014,30/06/2014,3/16/2015,17/03/2015,-45.410939000999974,-22.92257800799996
785,SPINT ,SUB INTERLAGOS                                     SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-46.68333329999996,-23.716388903999984
786,SPITE ,SUB ITAPETI                                        SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-46.166666701,-23.53305560399997
787,SPITP2,SUB ITAPETININGA II                                SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,12/30/1990,31/12/1990,-48.05833329999996,-23.626388900999984
788,SPITR2,SUB ITARARE II                                     SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,12/30/1990,31/12/1990,-49.312917002000006,-24.101917006999997
789,SPITV ,SUB ITAPEVA                                        SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,12/30/1990,31/12/1990,-48.879166699999985,-23.996388905000003
790,SPJAL ,SUB JALES                                          SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,12/30/1990,31/12/1990,-50.55777780699998,-20.257222205999994
791,SPJAN ,SUB JANDIRA                                        SP       ,IEJ,INTERLIGAÇÃO ELÉTRICA SERRA DO JAPI S.A.                       ,3/17/2012,18/03/2012,3/21/2012,22/03/2012,-46.89361100599996,-23.571111001999952
792,SPJGU ,SUB JAGUARIUNA                                     SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,12/30/1990,31/12/1990,-46.996388905,-22.697222203999956
793,SPLES ,SUB LESTE                                          SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-46.466666705999955,-23.599722206999957
794,SPLIM1,SUB LIMEIRA I                                      SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2002,02/06/2002,-47.405833304,-22.544722207999996
795,SPLRN ,SUB LORENA                                         SP       ,PUR,INTERLIGAÇÃO ELÉTRICA ITAPURA S.A.                             ,4/29/2021,30/04/2021,7/20/2021,21/07/2021,-45.06968050499995,-22.729681104999997
796,SPMAI ,SUB MAIRIPORA                                      SP       ,CTP,CTEEP-COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA.   ,,,6/1/2000,02/06/2000,-46.576935805000005,-23.312692202999983
797,SPMDO ,SUB MORRO AGUDO TRANSMISSAO SP                     SP       ,MRR,CPFL TRANSMISSÃO DE ENERGIA MORRO AGUDO LTDA.                  ,9/26/2017,27/09/2017,7/2/2017,03/07/2017,-48.16271700699997,-20.865100004
